FirstName,LastName,StudentID,Gender,Age,Department,Attendance,Midterm,Assignment,Project,Final,GPA,Grade,study_hours_per_week,total_score,participation_in_class,participation_score,quizzes_avg
Sara,Sharma,STU00209,Male,20,AI & ML,99.83,39.06,77.16,66.71,73.06,2.56,C,19.0,64.0,High,90,44.01
Ravi,Davis,STU00210,Male,18,Engineering,64.35,35.7,64.08,68.36,43.15,2.11,D,25.0,52.82,Medium,52,66.4
Ahmed,Yadav,STU00211,Male,20,Business,57.35,90.35,42.84,71.64,65.07,2.7,C,34.5,67.47,Medium,68,51.44
Deepa,Patel,STU00212,Female,22,Engineering,60.87,44.9,58.17,56.56,93.94,2.54,C,22.3,63.39,Low,28,86.74
Sneha,Smith,STU00213,Female,20,Physics,66.75,69.93,74.67,52.38,41.98,2.39,D,13.0,59.74,High,100,71.79
Deepa,Williams,STU00214,Male,20,CS,75.84,58.39,84.95,40.7,36.88,2.21,D,24.0,55.23,Low,43,83.8
Isha,Davis,STU00215,Female,24,CS,90.44,47.09,53.73,76.64,92.34,2.7,C,13.0,67.45,Medium,74,73.41
Imran,Brown,STU00216,Male,20,Commerce,68.38,51.52,40.54,48.18,63.46,2.04,D,10.7,50.93,High,87,52.9
Rahul,Sharma,STU00217,Male,20,Engineering,50.27,86.51,90.42,75.42,56.64,3.09,B,19.1,77.25,High,90,98.46
Emma,Singh,STU00218,Female,24,CS,53.69,47.85,80.79,42.01,82.77,2.53,C,16.4,63.36,High,85,72.66
Maria,Brown,STU00219,Male,23,Mathematics,55.51,47.22,70.72,61.35,85.65,2.65,C,7.7,66.23,High,88,71.29
Ali,Patel,STU00220,Male,18,Mathematics,59.67,70.79,83.6,67.49,41.82,2.64,C,13.7,65.92,Low,47,54.88
Rahul,Jones,STU00221,Male,22,Business,88.17,47.31,50.47,84.03,86.7,2.69,C,6.9,67.13,Low,20,82.78
Anjali,Kumar,STU00222,Female,23,Engineering,79.36,74.18,63.17,83.15,54.39,2.75,C,28.6,68.72,High,87,89.45
Rohit,Jones,STU00223,Female,19,CS,91.66,81.15,86.77,92.36,53.25,3.14,B,21.7,78.38,Medium,54,51.63
Anjali,Verma,STU00224,Female,18,Physics,80.08,99.53,66.04,94.61,56.65,3.17,B,27.1,79.21,High,89,81.86
Maria,Yadav,STU00225,Male,19,Commerce,55.55,76.59,53.8,61.82,71.58,2.64,C,13.9,65.95,High,95,88.93
Meera,Verma,STU00226,Female,19,Mathematics,85.86,64.22,92.42,76.99,52.54,2.86,B,26.9,71.54,High,97,44.59
Rohit,Davis,STU00227,Female,20,CS,51.01,40.17,95.82,51.98,51.5,2.39,D,29.6,59.87,Low,21,49.9
Neha,Smith,STU00228,Male,22,Mathematics,58.62,48.07,93.25,87.14,48.94,2.77,C,23.2,69.35,Low,47,67.59
Rakesh,Davis,STU00229,Male,18,Physics,93.44,69.3,63.96,74.24,89.37,2.97,B,27.6,74.22,High,86,97.84
Ali,Yadav,STU00230,Female,22,CS,73.64,42.89,90.19,65.34,85.87,2.84,B,21.4,71.07,Medium,55,86.68
Priya,Kumar,STU00231,Male,24,Mathematics,58.96,76.57,59.77,99.86,39.51,2.76,C,30.2,68.93,Low,46,63.32
Maria,Patel,STU00232,Female,18,Business,77.13,44.33,82.16,73.4,77.79,2.78,C,34.4,69.42,Medium,62,51.57
Ahmed,Singh,STU00233,Male,24,Mathematics,67.26,80.56,98.53,49.73,56.34,2.85,B,24.4,71.29,Medium,57,50.46
Anjali,Smith,STU00234,Female,19,Commerce,62.6,55.02,84.06,88.58,53.03,2.81,B,26.6,70.17,Medium,51,97.57
Maria,Smith,STU00235,Female,21,Commerce,90.48,75.41,47.4,82.44,85.56,2.91,B,14.1,72.7,High,94,79.47
Isha,Singh,STU00236,Male,21,Mathematics,98.91,98.78,65.65,62.7,64.23,2.91,B,22.0,72.84,Low,37,53.72
Pooja,Singh,STU00237,Male,20,Physics,91.47,47.51,81.4,62.44,85.97,2.77,C,27.6,69.33,Medium,75,65.36
Maria,Patel,STU00238,Female,23,Physics,93.87,74.56,65.42,70.38,44.2,2.55,C,18.0,63.64,Medium,73,79.66
Liam,Kumar,STU00239,Female,22,Mathematics,90.2,39.75,61.4,45.89,66.99,2.14,D,15.2,53.51,Low,23,40.61
Neha,Williams,STU00240,Male,22,CS,54.19,37.76,94.67,89.22,53.54,2.75,C,12.0,68.8,Low,24,95.86
Aman,Williams,STU00241,Male,23,Engineering,61.82,37.31,40.5,44.27,80.09,2.02,D,30.8,50.54,Medium,50,74.01
Rohit,Williams,STU00242,Male,23,Physics,84.96,98.87,52.74,46.9,52.79,2.51,C,20.6,62.83,High,99,82.22
Raj,Williams,STU00243,Female,24,Engineering,98.39,68.41,45.1,91.17,41.51,2.46,C,28.9,61.55,Medium,67,43.23
Pooja,Yadav,STU00244,Female,18,Business,85.39,88.42,56.51,72.8,50.73,2.68,C,22.9,67.12,Low,35,56.34
Pooja,Brown,STU00245,Female,21,Engineering,79.06,93.36,60.25,79.86,39.66,2.73,C,27.4,68.28,Medium,55,54.12
Rohit,Patel,STU00246,Female,18,Engineering,60,86.58,96.47,63.01,93.36,3.39,A,23.0,84.86,Medium,79,55.36
Karan,Jones,STU00247,Female,24,Physics,95.28,42.53,53.16,68.69,82.76,2.47,C,29.6,61.78,Low,26,58.75
Anjali,Williams,STU00248,Female,23,Mathematics,88.7,98.63,85.91,76.9,51.95,3.13,B,27.1,78.35,Medium,53,47.78
Ravi,Brown,STU00249,Male,18,Mathematics,55.88,82.17,65.03,64.49,69.76,2.81,B,8.0,70.36,High,87,43.21
Priya,Davis,STU00250,Female,22,Commerce,71.76,72.82,50.22,83.72,79.76,2.87,B,20.0,71.63,High,98,58.22
Rohit,Sharma,STU00251,Female,20,AI & ML,50.54,75.86,89.95,46.57,91.28,3.04,B,32.1,75.91,High,100,90.63
Arjun,Yadav,STU00252,Male,24,Commerce,67.43,87.2,49.25,79.16,79.57,2.95,B,27.1,73.79,High,84,46.38
Arjun,Johnson,STU00253,Male,24,Physics,51.32,66.37,90.79,96.02,86.67,3.4,A,14.1,84.96,High,81,43.41
Meera,Brown,STU00254,Female,18,Engineering,74.28,96.59,80.19,66.68,72.65,3.16,B,15.7,79.03,Low,28,98.17
Karan,Williams,STU00255,Female,20,Mathematics,73.14,73.32,64.75,49.31,73.66,2.61,C,22.4,65.26,Low,23,40.66
Meera,Johnson,STU00256,Female,18,AI & ML,92.12,51.53,88.11,41.06,38.65,2.19,D,33.4,54.84,Medium,56,84.49
Imran,Williams,STU00257,Male,21,Physics,54.52,40.82,67.8,89.68,38.44,2.37,D,10.2,59.19,Medium,60,88.48
Raj,Sharma,STU00258,Female,24,CS,76.4,93.38,99.86,40.92,42.9,2.77,C,23.2,69.27,Medium,67,77.78
Raj,Davis,STU00259,Male,20,Business,56.58,99.81,84.14,69.47,45.98,2.99,B,5.6,74.85,Low,36,97.9
Sara,Yadav,STU00260,Male,20,Commerce,72.44,87.56,71.77,56.24,63.29,2.79,C,15.0,69.72,High,95,78.67
Ravi,Patel,STU00261,Male,20,Engineering,78.99,61.03,79.01,82.77,97.71,3.21,A,16.8,80.13,Medium,69,73.52
Kabir,Sharma,STU00262,Male,22,Engineering,96.27,39.27,85.64,78.63,93.78,2.97,B,25.6,74.33,High,90,82.63
Deepa,Johnson,STU00263,Male,23,CS,93.34,74.48,55.89,72.7,58.01,2.61,C,19.0,65.27,High,95,59.66
Maria,Yadav,STU00264,Female,24,Commerce,83.61,46.55,51.77,82.58,44.44,2.25,D,16.2,56.33,High,86,64.29
Imran,Brown,STU00265,Male,20,Commerce,87.99,98.28,60.55,81.41,76.48,3.17,B,20.4,79.18,Medium,55,68.04
John,Kumar,STU00266,Female,18,Business,66.82,60.45,66.18,55.7,82.6,2.65,C,16.7,66.23,Medium,56,60.07
Ravi,Davis,STU00267,Male,19,Commerce,69.45,38.09,60.32,41.34,67.64,2.07,D,24.7,51.85,Low,40,81.69
Aman,Kumar,STU00268,Female,21,Physics,69.43,70.11,62.58,76.72,86.08,2.95,B,26.3,73.87,High,85,65.53
Divya,Verma,STU00269,Male,19,Mathematics,62.19,49.47,90.72,97.57,76.38,3.14,B,30.9,78.53,Medium,54,52.41
Isha,Jones,STU00270,Female,20,Business,59.67,90.03,60.03,54.58,90.05,2.95,B,15.2,73.67,Medium,60,59.08
Sneha,Williams,STU00271,Female,21,Business,94.65,39.69,41.8,89.88,71.94,2.43,C,10.1,60.83,Medium,55,43.28
Omar,Jones,STU00272,Female,19,Commerce,62.28,60.81,85.09,92.42,60.33,2.99,B,18.4,74.66,High,98,68.08
Maria,Williams,STU00273,Female,23,AI & ML,67.04,80.76,57.75,45.28,75.01,2.59,C,32.1,64.7,High,88,40.5
Arjun,Williams,STU00274,Female,21,AI & ML,51.76,74.14,61.38,70.18,96.64,3.02,B,16.2,75.59,Medium,73,58.02
Anjali,Smith,STU00275,Female,22,AI & ML,58.35,53.96,97.37,77.78,48.24,2.77,C,26.7,69.34,Medium,55,53.09
Simran,Yadav,STU00276,Female,18,Business,57.85,92.66,82.96,74.76,62.88,3.13,B,18.0,78.31,Medium,53,81.37
Emma,Davis,STU00277,Female,21,Mathematics,62.23,43.57,83.4,82.34,90.35,3,B,22.7,74.91,High,91,69.94
Liam,Sharma,STU00278,Male,22,CS,57.71,94.5,93.84,81.35,93.48,3.63,A+,13.3,90.79,Medium,79,82.99
Anjali,Smith,STU00279,Female,22,Business,58.73,64.8,82.28,92.82,63.32,3.03,B,31.9,75.8,High,88,50.46
Rohit,Brown,STU00280,Male,24,Mathematics,63.16,61.16,43.16,59.3,49.57,2.13,D,21.8,53.3,Low,35,48.0
Imran,Williams,STU00281,Male,18,Mathematics,53.76,83.83,84.85,65.72,67.92,3.02,B,15.7,75.58,High,100,42.66
Rahul,Patel,STU00282,Female,22,Business,83.73,86.38,94.93,65.33,39.98,2.87,B,29.8,71.66,Low,34,57.76
Sneha,Williams,STU00283,Male,19,Business,82.23,83.26,75.1,41.3,93.71,2.93,B,26.0,73.34,Low,36,46.94
Ravi,Sharma,STU00284,Female,23,Business,82.38,64.08,83.62,72.51,93.03,3.13,B,10.1,78.31,Medium,67,41.61
Meera,Singh,STU00285,Male,20,Business,84.34,78.19,46.03,87.95,63.16,2.75,C,29.3,68.83,High,80,70.9
Karan,Jones,STU00286,Female,24,Engineering,91.74,89.26,52.48,92.49,38.34,2.73,C,31.4,68.14,Medium,65,80.27
Simran,Singh,STU00287,Female,19,AI & ML,99.65,76.52,97.87,64.6,57.15,2.96,B,16.5,74.03,High,84,81.77
Liam,Smith,STU00288,Female,20,Engineering,64.27,85.48,78.37,89.19,46.51,3,B,11.3,74.89,Medium,78,84.97
Sneha,Kumar,STU00289,Female,22,Physics,73.46,89.43,97.2,74.79,92.47,3.54,A,31.0,88.47,Medium,52,90.43
Rahul,Kumar,STU00290,Male,22,Engineering,72.8,77.67,58.64,83.89,58.2,2.78,C,29.5,69.6,Medium,50,79.91
Arjun,Singh,STU00291,Female,20,Commerce,77.65,60.41,60.87,77.04,96.35,2.95,B,32.9,73.67,Medium,62,67.31
Sara,Sharma,STU00292,Male,23,Engineering,76.19,61.47,91.05,45,91,2.89,B,13.2,72.13,Medium,57,51.41
Raj,Kumar,STU00293,Male,24,Physics,71.02,60.27,71.22,42.52,94.85,2.69,C,26.6,67.22,Medium,50,45.1
Simran,Verma,STU00294,Female,19,Physics,50.25,88.37,85.01,96.94,59.39,3.3,A,23.2,82.43,High,88,86.21
Aman,Brown,STU00295,Female,24,Business,55.76,61.2,74.56,96.51,46.85,2.79,C,33.4,69.78,Medium,53,89.84
Ahmed,Sharma,STU00296,Female,18,Business,71.87,49.79,72.52,59.97,50.4,2.33,D,21.7,58.17,Medium,61,55.51
Simran,Davis,STU00297,Female,19,Commerce,62.63,47.12,49.84,49.16,71.27,2.17,D,34.9,54.35,High,94,72.15
Rakesh,Jones,STU00298,Female,23,Commerce,55.35,70.26,58.69,83.14,62.88,2.75,C,13.6,68.74,High,96,90.98
Karan,Johnson,STU00299,Male,20,Engineering,88.8,68.41,57.25,94.74,62.22,2.83,B,21.1,70.66,Medium,75,95.44
Imran,Johnson,STU00300,Male,23,Mathematics,70.8,60.68,99.53,59.95,40.51,2.61,C,28.5,65.17,Medium,50,88.58
Liam,Brown,STU00301,Male,20,AI & ML,65.33,44.32,93.86,90.81,79.13,3.08,B,11.3,77.03,High,94,61.24
Ahmed,Williams,STU00302,Male,24,CS,85.5,63.08,74.97,81.79,86.39,3.06,B,17.8,76.56,Low,40,57.27
Karan,Singh,STU00303,Female,23,Mathematics,52.48,91.07,76.15,70.95,65.51,3.04,B,11.5,75.92,High,88,98.37
Raj,Yadav,STU00304,Female,18,Engineering,95.75,80.69,68.53,41.89,78.88,2.7,C,22.8,67.5,Medium,61,49.19
Meera,Brown,STU00305,Female,23,Physics,57.89,53.66,73.78,76.39,66.15,2.7,C,12.0,67.5,Medium,72,88.08
Sara,Smith,STU00306,Female,19,Physics,67.66,97.76,41.03,54.63,48.06,2.41,C,19.8,60.37,Medium,55,75.65
Simran,Brown,STU00307,Male,23,Engineering,69.7,81.59,96.52,72.71,65.89,3.17,B,30.7,79.18,High,92,42.57
Anjali,Williams,STU00308,Male,20,Physics,66.33,82.86,42.83,52.24,83.14,2.61,C,18.7,65.27,Medium,63,45.08
Anjali,Kumar,STU00309,Female,21,Mathematics,68.2,65.32,78.23,54.53,93.1,2.91,B,33.7,72.8,High,92,79.6
Anjali,Jones,STU00310,Female,23,Physics,68.49,52.88,80.1,41.09,87.53,2.62,C,30.4,65.4,Low,34,79.81
Pooja,Sharma,STU00311,Female,20,Business,94.06,67.78,89.75,70.16,49.32,2.77,C,8.6,69.25,High,91,70.05
Karan,Kumar,STU00312,Female,19,Commerce,50.22,94.58,56.91,91.26,58.28,3.01,B,11.5,75.26,Low,22,92.55
Sneha,Verma,STU00313,Female,21,Business,85.07,37.96,87.63,70.4,67.68,2.64,C,29.4,65.92,High,90,60.09
Karan,Johnson,STU00314,Female,20,Engineering,68.51,47.93,99.18,54.36,97.18,2.99,B,18.2,74.66,Medium,69,96.63
John,Brown,STU00315,Male,22,Engineering,91.24,97.59,70.84,84.15,98.98,3.52,A,29.2,87.89,Medium,78,75.1
Isha,Patel,STU00316,Female,20,Mathematics,71.1,62.05,77.05,69.82,42.48,2.51,C,19.1,62.85,Low,32,82.21
Maria,Johnson,STU00317,Male,22,Mathematics,86.13,56.35,62.96,52.09,82.01,2.53,C,5.6,63.35,Low,45,86.17
Isha,Jones,STU00318,Female,18,Physics,74.3,63.57,88.39,69.5,94.2,3.16,B,9.8,78.92,Medium,57,96.97
Aman,Smith,STU00319,Female,20,Business,71.19,56.85,91.27,90.35,39.79,2.78,C,29.6,69.56,Medium,60,51.36
Meera,Jones,STU00320,Female,18,Physics,78.59,50.33,82.17,72.47,47.97,2.53,C,20.8,63.23,Medium,54,53.36
Emma,Brown,STU00321,Female,18,Physics,64.56,77.35,48.92,41.69,49.28,2.17,D,17.0,54.31,High,95,65.0
Rohit,Sharma,STU00322,Male,21,Commerce,53.67,37.6,44.34,98.23,37.57,2.18,D,28.8,54.44,Medium,75,70.62
Arjun,Patel,STU00323,Male,21,Business,55.71,78.36,82.12,85.26,84.3,3.3,A,12.7,82.51,Medium,58,40.9
Rohit,Sharma,STU00324,Male,21,Commerce,65.27,39.95,72.5,62.36,92.02,2.67,C,21.8,66.71,Medium,71,69.86
Neha,Singh,STU00325,Male,23,Business,71.31,81.83,92.19,91.26,74.84,3.4,A,13.8,85.03,High,97,98.57
John,Patel,STU00326,Male,19,Physics,53.19,43.78,62.4,85.74,66.94,2.59,C,12.8,64.72,Medium,56,58.05
John,Verma,STU00327,Male,20,AI & ML,82,80.62,46.52,62.45,98.37,2.88,B,25.7,71.99,Low,28,89.83
Rohit,Williams,STU00328,Female,18,Physics,94.36,60.06,54.46,94.99,55.08,2.65,C,18.0,66.15,High,95,98.55
Aman,Jones,STU00329,Female,22,Engineering,75.3,78.56,98.64,53.41,92.06,3.23,A,6.8,80.67,High,95,78.18
Simran,Kumar,STU00330,Male,18,Engineering,80.62,46.28,74.45,48.26,79.43,2.48,C,6.4,62.11,High,97,71.47
Rakesh,Johnson,STU00331,Male,23,Commerce,53.59,52.59,47.57,66.04,39.73,2.06,D,10.1,51.48,High,91,69.89
Ali,Kumar,STU00332,Male,19,Commerce,59.21,89.05,80.57,94.14,64.62,3.28,A,22.0,82.09,High,80,61.61
Anjali,Davis,STU00333,Male,20,CS,82.33,61.07,87.55,96.01,99.96,3.45,A,16.5,86.15,Medium,67,71.5
Omar,Verma,STU00334,Female,20,Physics,91.09,51.1,80.38,69.88,66.22,2.68,C,34.2,66.89,Medium,74,46.91
Omar,Williams,STU00335,Male,23,AI & ML,84.09,80.17,57.5,77.27,61.88,2.77,C,12.2,69.2,Low,27,60.4
Maria,Sharma,STU00336,Female,23,AI & ML,91.46,58.58,76.59,55.49,95.66,2.86,B,20.3,71.58,High,99,81.86
Karan,Patel,STU00337,Male,23,CS,84.04,62.49,65.81,90.87,43.38,2.63,C,12.1,65.64,High,96,57.54
Divya,Patel,STU00338,Male,18,Physics,59.65,84.15,76.94,90.27,55.48,3.07,B,19.5,76.71,High,80,98.48
Maria,Jones,STU00339,Male,19,Mathematics,53.95,89.02,59.62,51.32,61.88,2.62,C,6.2,65.46,Medium,53,73.56
Raj,Sharma,STU00340,Female,23,CS,63.71,94.42,81.34,64.83,48.48,2.89,B,11.8,72.27,Low,29,99.98
John,Yadav,STU00341,Male,21,CS,68.51,39.67,64.37,68.67,65.49,2.38,D,6.3,59.55,High,96,49.06
Neha,Kumar,STU00342,Female,24,Engineering,79.43,69.63,77.86,58.91,86.08,2.92,B,28.3,73.12,Low,48,52.28
Divya,Patel,STU00343,Male,20,Engineering,89.77,94.39,89.8,73.95,38.84,2.97,B,34.1,74.25,High,94,60.43
Karan,Davis,STU00344,Female,24,Physics,64.66,99.85,81.93,52.49,69.13,3.03,B,9.3,75.85,High,82,66.65
Ahmed,Patel,STU00345,Male,19,Physics,62.65,53.66,56.88,96.34,37.6,2.44,C,28.9,61.12,Medium,76,99.05
Meera,Williams,STU00346,Female,23,CS,98.36,75.5,50.31,67.73,41.36,2.35,D,11.3,58.73,Medium,53,57.82
Arjun,Williams,STU00347,Male,18,Physics,71.72,90.88,57.95,86.34,94.55,3.3,A,6.0,82.43,Medium,68,46.3
Pooja,Verma,STU00348,Male,18,Physics,94.45,77.29,45.18,91.51,49.81,2.64,C,26.9,65.95,High,82,72.02
Neha,Patel,STU00349,Female,21,Business,66.7,54.81,73.42,61.14,91.75,2.81,B,21.2,70.28,Medium,61,51.93
Ravi,Jones,STU00350,Female,20,Physics,73.2,63.15,82.4,74.17,44.16,2.64,C,12.0,65.97,High,91,84.25
Raj,Smith,STU00351,Female,24,Engineering,83.38,94.03,59.23,62.57,54.69,2.71,C,21.5,67.63,Medium,56,48.62
Imran,Williams,STU00352,Male,18,AI & ML,89.35,55.37,63.72,75.47,73.73,2.68,C,25.1,67.07,High,88,87.22
Neha,Sharma,STU00353,Female,19,Physics,60.35,45.49,58.25,75.81,93.7,2.73,C,9.8,68.31,Medium,52,53.77
Raj,Singh,STU00354,Male,24,Engineering,69.27,98.17,49.34,92.65,67.26,3.07,B,15.1,76.86,Medium,52,43.39
Divya,Singh,STU00355,Female,19,Mathematics,91.04,36.7,99.46,67.16,85.93,2.89,B,31.6,72.31,High,87,67.98
Liam,Johnson,STU00356,Male,24,Commerce,67.44,79.99,89.61,68.34,65.68,3.04,B,22.3,75.91,Medium,78,96.81
Anjali,Jones,STU00357,Male,19,AI & ML,76.68,63.42,88.69,57.01,75.47,2.85,B,12.5,71.15,Medium,61,45.6
Ahmed,Verma,STU00358,Male,20,AI & ML,96.7,56.36,92.27,48.35,40.22,2.37,D,34.0,59.3,Medium,50,58.85
Rohit,Davis,STU00359,Female,24,Business,98.48,94.89,75.03,77.06,75.92,3.23,A,21.2,80.73,High,90,46.86
Aman,Brown,STU00360,Female,24,Commerce,65.11,71.7,98.25,55.87,49.15,2.75,C,7.3,68.74,Medium,71,79.87
Ahmed,Smith,STU00361,Male,21,Commerce,96.79,54.34,76.97,71.86,66.65,2.7,C,12.7,67.46,High,84,82.77
Emma,Williams,STU00362,Female,19,Business,62.44,87.69,97.43,77.88,67.82,3.31,A,22.2,82.7,High,82,60.54
Deepa,Kumar,STU00363,Female,24,Physics,66.12,52,91.63,95.87,40.7,2.8,B,17.6,70.05,High,80,83.48
Isha,Davis,STU00364,Female,18,Mathematics,57.51,94.22,88.58,97.15,61.55,3.41,A,10.8,85.38,High,99,67.92
Anjali,Williams,STU00365,Male,21,Physics,66.41,81.54,57.17,41.16,62.23,2.42,C,10.8,60.52,High,92,86.43
Priya,Singh,STU00366,Male,18,Business,55.77,58.57,92.47,54.89,86.39,2.92,B,17.4,73.08,Low,37,62.14
Karan,Patel,STU00367,Male,21,Commerce,70.74,96.61,94.1,42.16,70.23,3.03,B,34.4,75.77,High,92,55.19
Liam,Yadav,STU00368,Male,24,Mathematics,64.09,37.2,58.01,41.12,65.73,2.02,D,8.7,50.52,High,91,60.23
Neha,Kumar,STU00369,Male,24,Physics,65.37,74.46,71.96,81.88,42.41,2.71,C,22.0,67.68,High,85,67.18
Deepa,Kumar,STU00370,Male,20,Engineering,83.71,69.15,68.25,66.32,47.29,2.51,C,15.4,62.75,Medium,50,43.04
Liam,Davis,STU00371,Male,23,CS,73.94,37.97,94.92,41.44,72.58,2.47,C,29.0,61.73,Low,24,62.35
Anjali,Patel,STU00372,Male,23,Engineering,73.56,91.53,54.89,58.43,93.67,2.99,B,15.8,74.63,Medium,57,46.5
Ravi,Singh,STU00373,Male,19,Physics,63.53,54.28,52.64,75.38,77.63,2.6,C,19.7,64.98,Medium,78,85.49
Raj,Kumar,STU00374,Female,20,Engineering,63.8,54.86,59.63,75.13,88.37,2.78,C,34.7,69.5,Medium,67,69.26
Arjun,Singh,STU00375,Female,18,Engineering,67.72,77.55,49.08,45.42,52.78,2.25,D,32.5,56.21,High,100,72.65
Deepa,Smith,STU00376,Male,23,Physics,77.45,56.48,70.77,50.46,54.86,2.33,D,27.8,58.14,Medium,72,94.44
Kabir,Patel,STU00377,Female,20,Commerce,60.53,67.04,54.06,69.16,63.93,2.54,C,21.8,63.55,Medium,62,81.92
Priya,Brown,STU00378,Male,21,AI & ML,98.25,63.71,78.76,69.73,40.59,2.53,C,33.9,63.2,Low,48,52.27
Liam,Singh,STU00379,Female,24,Physics,98.08,45.96,55.05,45.4,49.01,1.95,F,35.0,48.85,High,93,91.9
Sneha,Yadav,STU00380,Male,20,CS,87.11,39.36,56.84,41.09,63.89,2.01,D,34.0,50.3,High,82,83.31
Aman,Johnson,STU00381,Female,18,Physics,71.62,73.75,69.67,78.85,91.55,3.14,B,24.7,78.45,High,90,47.5
Ravi,Singh,STU00382,Male,21,CS,87.21,75.04,54.86,73,67.44,2.7,C,24.7,67.59,Medium,78,55.22
Sneha,Williams,STU00383,Female,24,Commerce,60.78,78.52,84.67,80.69,37.01,2.81,B,29.8,70.22,Low,29,96.91
Maria,Kumar,STU00384,Female,19,CS,62.87,57.45,62.82,86.83,53.56,2.61,C,15.9,65.17,High,85,64.68
Emma,Sharma,STU00385,Female,21,Mathematics,74.85,35.9,62.91,40.38,44.53,1.84,F,16.6,45.93,Low,28,63.18
Rahul,Williams,STU00386,Male,19,Business,89.49,64.44,47.74,67.54,81.33,2.61,C,30.5,65.26,High,89,60.1
Ahmed,Singh,STU00387,Male,23,CS,86.82,63.95,73.42,49.85,62.29,2.5,C,15.1,62.38,High,99,57.39
Anjali,Singh,STU00388,Female,22,Mathematics,53.17,97.73,97.7,78.06,47.55,3.21,A,31.3,80.26,High,81,85.44
Karan,Singh,STU00389,Female,21,CS,61.31,84.41,75.08,66.47,95.07,3.21,A,27.2,80.26,Medium,73,67.71
Maria,Singh,STU00390,Female,18,Mathematics,67.54,47.09,49.26,97.09,77.24,2.71,C,18.3,67.67,Medium,59,44.08
John,Jones,STU00391,Male,24,AI & ML,72.1,77.43,60.68,89.42,44.76,2.72,C,13.2,68.07,Medium,58,68.52
Rohit,Davis,STU00392,Male,22,AI & ML,75.53,42.95,46.37,49.83,86.16,2.25,D,15.4,56.33,Low,20,61.48
Maria,Smith,STU00393,Male,20,CS,52.32,74.55,78.04,68.73,62.55,2.84,B,11.7,70.97,Medium,72,90.97
Maria,Jones,STU00394,Male,22,Physics,59.79,65.52,99.64,83.26,42.88,2.91,B,33.2,72.83,Medium,72,88.3
Omar,Jones,STU00395,Female,19,Engineering,79.03,85.61,64.18,85.52,84.36,3.2,B,18.2,79.92,Medium,79,54.1
Kabir,Brown,STU00396,Female,24,Physics,94.28,36.79,72.19,78.2,78.89,2.66,C,5.3,66.52,Medium,56,80.47
Arjun,Johnson,STU00397,Male,24,Physics,64.15,53.6,91.25,81.74,90.92,3.18,B,23.5,79.38,Medium,58,85.01
Raj,Verma,STU00398,Female,18,Engineering,65.74,35.37,69.76,77.13,65.56,2.48,C,27.6,61.95,Medium,56,77.83
Rahul,Jones,STU00399,Female,22,Mathematics,94.08,76.71,54.53,91.6,91.45,3.14,B,19.9,78.57,High,93,63.87
Priya,Sharma,STU00400,Female,22,Engineering,56.55,75.51,86.49,97.48,68.1,3.28,A,24.9,81.9,Medium,76,65.99
Raj,Patel,STU00401,Male,21,Business,67.11,93.31,83.53,56.17,73.73,3.07,B,28.6,76.69,Medium,50,52.42
Maria,Jones,STU00402,Male,18,CS,63.62,53.31,93.48,78.1,52.71,2.78,C,6.5,69.4,High,81,40.29
Sara,Yadav,STU00403,Female,19,Mathematics,92.36,67.91,76.77,83.42,63.5,2.92,B,8.4,72.9,Medium,70,55.33
Simran,Sharma,STU00404,Female,23,Mathematics,76.7,88.34,57.85,94.18,74.8,3.15,B,33.5,78.79,Low,48,51.7
Rahul,Sharma,STU00405,Female,18,Mathematics,87.55,64.12,99.07,74.27,90.69,3.28,A,19.8,82.04,Medium,68,58.9
Ali,Davis,STU00406,Female,18,CS,73.26,88.52,74.81,62.52,79.35,3.05,B,25.2,76.3,High,84,84.03
Karan,Kumar,STU00407,Female,22,CS,82.79,59.33,62.25,97.88,58.28,2.78,C,26.8,69.44,Low,32,94.65
Priya,Kumar,STU00408,Female,24,CS,86.29,75.04,49.73,56.86,72.89,2.55,C,29.9,63.63,High,85,60.0
Emma,Singh,STU00409,Male,23,Mathematics,58.94,63.24,85.84,72.66,60.05,2.82,B,15.3,70.45,Medium,73,72.57
Omar,Jones,STU00410,Female,21,Business,84.04,69.61,54.74,66.57,59.56,2.5,C,30.4,62.62,Medium,66,64.91
John,Smith,STU00411,Male,22,Mathematics,85.28,50.48,46.03,96.35,43.68,2.37,D,6.3,59.13,High,81,95.17
Simran,Johnson,STU00412,Male,24,Mathematics,61.5,43.37,75.84,99.68,48.98,2.68,C,15.6,66.97,Medium,55,86.57
Ravi,Jones,STU00413,Female,21,Business,57.17,49.48,68.28,40.25,40.31,1.98,F,10.0,49.58,Low,34,97.55
Liam,Sharma,STU00414,Male,23,Business,58.51,61.64,42.02,65.01,46.57,2.15,D,10.2,53.81,Low,34,70.35
Sneha,Kumar,STU00415,Male,21,Commerce,67.07,93.64,99.34,96.15,49.53,3.39,A,20.0,84.66,Low,38,81.74
Isha,Johnson,STU00416,Female,24,Physics,52.7,80.98,95,97.18,63.58,3.37,A,19.7,84.19,Medium,52,48.28
Aman,Jones,STU00417,Male,22,CS,57.48,67.75,47.35,78.66,76.27,2.7,C,17.7,67.51,High,89,76.69
Priya,Smith,STU00418,Female,23,AI & ML,54.59,96.8,76.04,60.97,57.4,2.91,B,15.5,72.8,Low,26,61.74
